OBJECTID,SITE_NAME,OWNERSHIP,PROTECTION,TYPECODE,DISTRICT,ACRES,ADDRESS,ZonAgg,TypeLong,OS_Own_Jur,OS_Mngmnt,POS,PA,ALT_NAME,AgncyJuris,PARK_ID,REGION,OS_ID,F_100ftRule,ZipCode,ParcelNumber,YearAcquired,ShapeSTArea,ShapeSTLength
1,Wilson Park,City of Boston,,1,Allston-Brighton,0.09718357,10 Wilson Park,Open Space District,"Malls, Squares & Plazas",PWD,BPRD,N,X, ,PWD,,PARK_Maintenance_Region 4,2000,YES,02135,2102093500,0,4233.04745402705,256.730008209591
2,James H. Roberts Playground,City of Boston,A97,3,Allston-Brighton,1.00413568,120 Hooker Str.,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,"Hooker-Sorrento Street Playground; Roberts Playground",BPRD,156,PARK_Maintenance_Region 4,156,YES,02134,2200030000,0,43737.3506159207,852.844111715712
3,Smith Playground,City of Boston,A97/LWCF,3,Allston-Brighton,15.02524742,235 Western Avenue,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,"William F. Smith Playground; North Brighton Playground",BPRD,284,PARK_Maintenance_Region 4,284,YES,02134,2200542000,1894,654457.50328874,3624.89362059865
4,Fern Square,City of Boston,A97,1,Allston-Brighton,0.04450911,1 Fern Street,Open Space District,"Malls, Squares & Plazas",BPRD,BPRD,X,X,"James F. Collins Square, Franklin Square",BPRD,115,PARK_Maintenance_Region 4,115,YES,02134,2201194000,0,1938.69471881982,207.320531176146
5,Ringer Playground,City of Boston,A97/LWCF/USH,3,Allston-Brighton,10.26309317,85 Allston Street,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,Stanley A. Ringer Playground,BPRD,259,PARK_Maintenance_Region 4,259,YES,"02134, 02135",2101101000,1916,447031.286328787,3765.82954556535
6,McKinney Playground,City of Boston,A97/USH,3,Allston-Brighton,5.89186071,74 Faneuil Street,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X, ,BPRD,193,PARK_Maintenance_Region 4,193,YES,02135,2202540000,1930,256633.133121596,2170.12626806127
7,Hobart Park,City of Boston,A97/LWCF,3,Allston-Brighton,0.80891409,85 Hobart Street,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X, ,BPRD,154,PARK_Maintenance_Region 4,154,YES,02135,2202935000,1970,35233.997257559,797.596802189938
8,Market Street Burying Ground,City of Boston,Ch114S7/A97,4,Allston-Brighton,0.39538045,380 Market Street,Open Space District,Cemeteries & Burying Grounds,BPRD,BPRD,X,X, ,BPRD,188,PARK_Cemetery Maintenance Request,188,YES,02135,2202372000,1764,17221.6560427301,536.818225042724
9,Jackson Square,City of Boston,A97,1,Allston-Brighton,0.12032328,58 Chestnut Hill Avenue,Open Space District,"Malls, Squares & Plazas",BPRD,BPRD,X,X,Viola Square,BPRD,162,PARK_Maintenance_Region 4,162,YES,02135,2102849000,0,5240.93885837909,277.790321557991
10,Reilly Playground,Commonwealth of Massachusetts,A97,3,Allston-Brighton,6.96749208, ,Open Space District,"Parks, Playgrounds & Athletic Fields",DCR,NULL,X,X, ,,,INFO_Reallocation From Dept,3000,YES,02135,,0,301910.54058086,2540.06377511232
11,Boyden Park,Commonwealth of Massachusetts,A97,1,Allston-Brighton,0.48183069, ,Institutional District,"Malls, Squares & Plazas",DCR,NULL,X,X, ,,,INFO_Reallocation From Dept,3001,YES,02467,,0,20987.1808380544,608.710018160196
12,Evergreen Cemetery,City of Boston,Ch114S7/A97,4,Allston-Brighton,20.77387518,2060 Commonwealth Avenue,Open Space District,Cemeteries & Burying Grounds,BPRD,BPRD,X,X, ,BPRD,110,PARK_Cemetery Maintenance Request,110,YES,02135,"2102444000,2102444001,2102443001",1848,892407.575122875,3972.72543334926
13,Hardiman Playground,City of Boston,A97,3,Allston-Brighton,1.47315094,380 Faneuil Street,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,"PFC Kevin B. Hardiman Playground; Tar Park",BPRD,143,PARK_Maintenance_Region 4,143,YES,02135,2203801020,1948,64166.3045143565,1064.40425973487
14,Rogers Park,City of Boston,A97,3,Allston-Brighton,8.17184526,30 Rogers Park Avenue,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,"Thomas Galvin Park; Rogers-Galvin Park; Galvin Ball Fields",BPRD,267,PARK_Maintenance_Region 4,267,YES,02135,2205190000,1899,355942.47698515,2579.29301493861
15,Chandler Pond,City of Boston,A97/WPA,3,Allston-Brighton,19.03417426,95 Lake Shore Road,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,"Alice E. Gallagher Memorial Park; Gallagher Memorial Park",BPRD,128,PARK_Maintenance_Region 4,128,YES,02135,"2205651000,2205530000,2205550000",0,829074.683374912,4020.12458608452
16,Mullen Square,City of Boston,A97,1,Dorchester,0.22676977,24 Edison Green,Residential District,"Malls, Squares & Plazas",BPRD,BPRD,X,X,"Drohan Square, Edison Green",BPRD,210,PARK_Maintenance_Region 2,210,YES,02125,1301906000,0,9877.43166870826,409.18726857486
17,Dorchester North Burying Ground,City of Boston,Ch114S7/A97,4,Dorchester,3.30419728,611 Columbia Road,Commercial/Office/Business District,Cemeteries & Burying Grounds,BPRD,BPRD,X,X, ,BPRD,089,PARK_Cemetery Maintenance Request,89,YES,02125,"0703999000,0703999010",1633,143921.195334117,1827.53413863695
18,Downer Avenue Playground,City of Boston,A97,3,Dorchester,0.77917123,40 Downer Avenue,Residential District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X, ,BPRD,092,PARK_Maintenance_Region 2,92,YES,02125,1301674000,1972,33938.4139488315,936.103468596375
19,Quincy/Stanley Play Area,City of Boston,A97,3,Dorchester,0.37525126,21 Stanley Street,Residential District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,"Quincy Stanley Play Area; Stanley Street Play Area",BPRD,251,PARK_Maintenance_Region 5,251,YES,02125,1502974000,1955,16344.8681451115,529.790732155528
20,Deer Street Park,City of Boston,A97,3,Dorchester,0.24657505,39 Deer Street,Residential District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X, ,BPRD,080,PARK_Maintenance_Region 2,80,YES,02125,1502549000,0,10740.0945333253,487.057189564295
21,Savin Hill Beach,Commonwealth of Massachusetts,A97,2,Dorchester,3.43397589, ,Open Space District,"Parkways, Reservations & Beaches",DCR,NULL,X,X, ,,,INFO_Reallocation From Dept,3002,YES,02125,,0,149575.529686354,3618.98297514554
22,Coppens Square,City of Boston,A97,1,Dorchester,0.35705028,325 Bowdoin Street,Residential District,"Malls, Squares & Plazas",BPRD,BPRD,X,X,"Rev. Francis X. Coppens Square; Eaton Square",BPRD,070,PARK_Maintenance_Region 2,70,YES,02122,1502942500,0,15552.0478194533,489.713740696322
23,Old Harbor Park,Commonwealth of Massachusetts,A97/LWCF/WPA/Ch91,2,Dorchester,8.04452136, ,Commercial/Office/Business District,"Parkways, Reservations & Beaches",DCR,NULL,X,X, ,,,INFO_Reallocation From Dept,3003,YES,02125,,0,350398.307130074,6687.04686086237
24,McConnell Park,City of Boston,A97/LWCF,3,Dorchester,6.76240432,30 Denny Street,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,Savin Hill Playground,BPRD,191,PARK_Maintenance_Region 2,191,YES,02125,"1302238000,1302237000",1899,294548.782704336,3157.21967907777
25,Boston Common,City of Boston,A97/LWCF/NHL,3,Back Bay/Beacon Hill,45.74095034,139 Tremont St (Visitor Info Center) 1B Charles St (Earl of Sandwich)  38 Beacon St (Frog Pond) 167 Tremont St (Parkman Bandstand) 115 Boylston St (Deer Park),Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,The Common,BPRD,027,PARK_Maintenance_Region 1,27,YES,02108,"0500812001,0500812001,0500812000,0500812001,0500812001",1634,1992352.51316811,6329.29865579846
26,Central Burying Ground,City of Boston,A97/NHL/PR/BL,4,Back Bay/Beacon Hill,1.48917439,125 Boylston Street,Open Space District,Cemeteries & Burying Grounds,BPRD,BPRD,X,X, ,BPRD,047,PARK_Cemetery Maintenance Request,47,YES,02108,0500813000,1756,64864.2286405975,1105.08148807444
27,Public Garden,City of Boston,A97/LWCF,3,Back Bay/Beacon Hill,23.50816815,4 Charles Street,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X, ,BPRD,246,PARK_Maintenance_Region 1,246,YES,"02108, 02116",0501259000,1823,1023949.00922511,4131.46132620388
28,Granary Burying Ground,City of Boston,A97/NRHP/PR/BL,4,Central Boston,1.85683737,95 Tremont Street,Open Space District,Cemeteries & Burying Grounds,BPRD,BPRD,X,X, ,BPRD,137,PARK_Cemetery Maintenance Request,137,YES,02108,0304676000,1660,80878.5759042712,1160.13387012003
29,Phillips Street Play Area,City of Boston,A97,3,Back Bay/Beacon Hill,0.11527547,21 Phillips Street,Residential District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X, ,BPRD,237,PARK_Maintenance_Region 1,237,YES,02114,0502198000,1941,5021.09224946208,330.554053070312
30,Myrtle Street Playground,City of Boston,A97/LWCF,3,Back Bay/Beacon Hill,0.16074066,50 Myrtle Street,Residential District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X, ,BPRD,212,PARK_Maintenance_Region 1,212,YES,02114,0501878000,1949,7001.40881367867,342.298423087372
31,Copley Square Park,City of Boston,A97,1,Back Bay/Beacon Hill,1.85443363,560 Boylston Street,Commercial/Office/Business District,"Malls, Squares & Plazas",BPRD,BPRD,X,X,Copley Square,BPRD,069,PARK_Maintenance_Region 1,69,YES,02116,0401089000,0,80774.2306734377,1400.2164114411
32,Clarendon Street Playlot,City of Boston,A97,3,Back Bay/Beacon Hill,0.32391688,260 Clarendon Street,Residential District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,Commonwealth Playground,BPRD,058,PARK_Maintenance_Region 1,58,YES,02116,0502921000,1975,14108.8998997288,475.648939304517
33,DeFilippo Playground,City of Boston,A97,3,Central Boston,1.11810624,135 Prince Street,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,"Pvt. John DeFilippo Playground; Snow Hill Street Playground; ""The Gassy""",BPRD,081,PARK_Maintenance_Region 1,81,YES,02113,0301936000,1937,48701.7100391229,969.026371976958
34,Copp's Hill Burying Ground,City of Boston,A97/NRHP/PR,4,Central Boston,1.9815775,Opposite 34 Hull Str.,Open Space District,Cemeteries & Burying Grounds,BPRD,BPRD,X,X, ,BPRD,071,PARK_Cemetery Maintenance Request,71,YES,02113,0302160000,0,86312.0439901501,1311.85934903662
35,Copp's Hill Terrace,City of Boston,A97/NRHP,1,Central Boston,0.61203713,536 Commericial Str.,Open Space District,"Malls, Squares & Plazas",BPRD,BPRD,X,X, ,BPRD,072,PARK_Maintenance_Region 1,72,YES,02113,0301982000,0,26658.6905366789,682.857456517252
36,Foster Street Play Area,City of Boston,A97,3,Central Boston,0.10758423,15 Foster Street,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,"Foster Street Playground; Foster Street Park",BPRD,123,PARK_Maintenance_Region 1,123,YES,02113,0302026000,1930,4686.06943458891,298.407257315722
37,Charter Street Park,City of Boston,A97,3,Central Boston,0.23871022,21P Charter Street,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X, ,BPRD,052,PARK_Maintenance_Region 1,52,YES,02113,"0302067001,0302068000",1940,10397.5820713776,495.821153734036
38,Paul Revere Mall,City of Boston,A97,1,Central Boston,0.85716454,370 Hanover Street,Open Space District,"Malls, Squares & Plazas",BPRD,BPRD,X,X,"The Prado;  Webster Avenue Playground",BPRD,231,PARK_Maintenance_Region 1,231,YES,02113,"0302074000,0302150000",1925,37335.7167778042,1239.52013541985
39,Polcari Park,City of Boston,A97,3,Central Boston,0.27894045,45 Prince Street,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,"Capt. Louis Polcari Park; Prince Street Playground",BPRD,240,PARK_Maintenance_Region 1,240,YES,02113,0302320000,1897,12149.8797083326,522.716715489303
40,Cutillo Park,City of Boston,A97/LWCF,3,Central Boston,0.28935655,10 Stillman Street,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,"Vincent Cutillo Park; Stillman Street Park",BPRD,077,PARK_Maintenance_Region 1,77,YES,02113,0302466000,1917,12603.5685753298,505.561349450689
41,City Hall Plaza,BRA,A97,1,Central Boston,6.01397006, ,Open Space District,"Malls, Squares & Plazas",NULL,NULL,X,X,City Hall Square,,,PARK_Maintenance_Ground Maintenance,2141,YES,02203,,0,261953.204718562,2862.08189896518
42,Norman Leventhal Park,Private,Agrmnt,3,Central Boston,1.54089431,130 Congress Str.,Commercial/Office/Business District,"Parks, Playgrounds & Athletic Fields",BRA,Private,X,X,Post Office Square Park,,,INFO_Reallocation From Dept,7008,YES,02110,,1992,67117.1150236751,1073.31551341017
43,Angell Memorial Square,City of Boston,A97,1,Central Boston,0.17664515,152-158 Congress Street,Commercial/Office/Business District,"Malls, Squares & Plazas",BPRD,BPRD,X,X, ,BPRD,010,PARK_Maintenance_Ground Maintenance,10,YES,02109,ROW,0,7694.17653869947,390.127312057021
44,Union Street Park,BRA,A97,1,Central Boston,0.50833641,Between Union Street & Congress Street opposite City Hall,Open Space District,"Malls, Squares & Plazas",NULL,BPRD,X,X,"Holocaust Memorial;  Curley Memorial",BRA,,PARK_Maintenance_Ground Maintenance,2144,YES,02108,,0,22141.7298285316,908.922201115097
45,Langone Park,City of Boston,A97/Ch91/WPA,3,Central Boston,2.1838685,529-543 Commercial Street,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,Joseph & Clementine Langone Park,BPRD,175,PARK_Maintenance_Region 1,175,YES,02109,"0303056000,0303057000,0303058000",1973,95123.3707523207,1350.23920436748
46,Prince Street Park,Commonwealth of Massachusetts,A97/Ch91/WPA,2,Central Boston,1.28400688, ,Open Space District,"Parkways, Reservations & Beaches",DCR,NULL,X,X, ,,,INFO_Reallocation From Dept,3004,YES,02109,,0,55927.8078966969,2133.61024465648
47,Rachel Revere Square,City of Boston,A97,1,Central Boston,0.08036273,200 North Street,Open Space District,"Malls, Squares & Plazas",BPRD,BPRD,X,X, ,BPRD,252,PARK_Maintenance_Region 1,252,YES,02113,0303252000,1945,3500.36999721475,238.443305881123
48,Tai Tung Park,City of Boston,A97,3,Central Boston,0.03349567,110 Tyler Street,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,Tai Tung Tot Lot,BPRD,299,PARK_Maintenance_Region 1,299,YES,02111,0305123000,1991,1458.97259881285,185.311413451418
49,Leo F. McCarthy Playground,City of Boston,A97,3,Charlestown,1.33874237,10 Eden Street,Commercial/Office/Business District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,"McCarthy-Eden Playground, Leo McCarthy Playground, Edwards Playground",BPRD,101,PARK_Maintenance_Region 1,101,YES,02129,"0201032000,0201033000,0201031000,0201021010",1991,58311.8929760693,1051.74273865769
50,City Square,Commonwealth of Massachusetts,A97/LL,1,Charlestown,1.20876298, ,Open Space District,"Malls, Squares & Plazas",DCR,NULL,X,X, ,,,INFO_Reallocation From Dept,3005,YES,02129,,0,52650.4601253639,912.826570603006
51,John Harvard Mall,City of Boston,A97,1,Charlestown,0.8129293,,Residential District,"Malls, Squares & Plazas",BPRD,BPRD,X,X,Harvard Mall,BPRD,145,PARK_Maintenance_Region 1,145,YES,02129,0203709000,1943,35409.0081652604,934.068753610503
52,Paul Revere Park,Commonwealth of Massachusetts,A97,2,Charlestown,6.40064499, ,Open Space District,"Parkways, Reservations & Beaches",DCR,NULL,X,X, ,,,INFO_Reallocation From Dept,3006,YES,02129,,0,278794.612189075,2132.10614662532
53,Charlestown H.S. Athletic Fields,City of Boston,Ch91/WPA,3,Charlestown,10.41698001,39 Terminal Street,Open Space District,"Parks, Playgrounds & Athletic Fields",BPS,BPRD,N,X,Little Mystic Harborwalk,BPS,051,PARK_Maintenance_Region 1,51,YES,02129,0202735000,0,453734.610336169,5785.19368146611
54,Ryan Playground,City of Boston,A97/USH/Ch91/WPA,3,Charlestown,8.77653179,75 Alford Street,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,"John J. Ryan Playground; Charlestown Playground",BPRD,274,PARK_Maintenance_Region 1,274,YES,02129,0201830000,1891,382283.079119349,2922.47871314967
55,Barry Playground,City of Boston,A97/PARC/Ch91/WPA,3,Charlestown,3.5513371,41 Medford Street,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,"William. J. Barry Playground; Mystic Playground",BPRD,015,PARK_Maintenance_Region 1,15,YES,02129,0202733000,1897,154686.394637326,1668.70186440709
56,Doherty Playground,City of Boston,A97/USH,3,Charlestown,3.75245886,349 Bunker Hill Street,Residential District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,,BPRD,087,PARK_Maintenance_Region 1,87,YES,02129,"0201465000,0201503000",0,163447.620899804,1672.62159626633
57,St Francis De Sales Cemetery,Private,,4,Charlestown,1.79988905, ,Residential District,Cemeteries & Burying Grounds,Private,NULL,N,,,,,INFO_Reallocation From Dept,7010,NO,02129,,0,78398.406513139,1368.69258320023
58,Bunker Hill Monument,United States of America,A97/NRHP/PR,1,Charlestown,3.77625645, ,Residential District,"Malls, Squares & Plazas",National Park Service,National Park Service,X,X,Monument Square,NPS,,INFO_Reallocation From Dept,5000,YES,02129,,0,164483.384767934,1625.95299104374
59,Phipps Street Burying Ground,City of Boston,Ch114S7/A97,4,Charlestown,1.72179063,25 Phipps Street,Residential District,Cemeteries & Burying Grounds,BPRD,BPRD,X,A,,BPRD,238,PARK_Maintenance_Ground Maintenance,238,YES,02129,0202341000,1630,74996.5729424239,1071.11925585129
60,Winthrop Square,City of Boston,A97,1,Charlestown,0.900859,55 Winthrop Street,Residential District,"Malls, Squares & Plazas",BPRD,BPRD,X,X,Training Field,BPRD,326,PARK_Maintenance_Region 1,326,YES,02129,0203340000,0,39238.9726509151,753.054850965011
61,Hayes Square,City of Boston,A97,1,Charlestown,0.1747193,45 Bunker Hill Street,Commercial/Office/Business District,"Malls, Squares & Plazas",BPRD,BPRD,X,X,,BPRD,148,PARK_Maintenance_Region 1,148,YES,02129,0202640000,0,7610.3044842217,378.05615084895
62,Charlestown Sprouts Garden,City of Boston,,5,Charlestown,0.4765882, ,Open Space District,Community Gardens,NULL,NULL,N,,,,,PARK_Maintenance_Region 1,2006,NO,02129,,0,20758.9038063854,558.926316051586
63,East Boston Memorial Park I,City of Boston,A97/UPARR,3,East Boston,17.6796181, ,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,Satori Stadium,BPRD,098,PARK_Maintenance_Region 1,98,YES,02128,"0104164001,0104164004,0104164003,0104164002,0104164006,0104164007,0104164008",0,770164.436992981,7030.37229349613
64,Noyes Playground,City of Boston,A97/LWCF,3,East Boston,8.31709266,86 Boardman Street,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,,BPRD,216,PARK_Maintenance_Region 1,216,YES,02128,0100524000,1909,362270.681633137,2733.82091001517
65,Temple Ohabei Shalom Cemetery,Private,,4,East Boston,2.33966592, ,Open Space District,Cemeteries & Burying Grounds,Private,NULL,N,,,,,INFO_Reallocation From Dept,7011,NO,02128,,0,101909.641805309,1291.84811225592
66,Cuneo Park,City of Boston,A97,3,East Boston,0.23069055,765 Saratoga Street,Residential District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,Saratoga St. Play Area,BPRD,074,PARK_Maintenance_Region 1,74,YES,02128,0100925000,1969,10048.2676985633,400.930101733175
67,Bennington Street Cemetery,City of Boston,Ch114S7/A97,4,East Boston,3.59002599,495 Bennington Street,Open Space District,Cemeteries & Burying Grounds,BPRD,BPRD,X,A,,BPRD,022,PARK_Cemetery Maintenance Request,22,YES,02128,0104274000,1838,156371.919477758,1595.04862848048
68,American Legion Playground,City of Boston,A97/LWCF/UPARR/PARC,3,East Boston,3.3805977,25 Glendon Street,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,,BPRD,009,PARK_Maintenance_Region 1,9,YES,02128,0100312000,1924,147249.75842572,1538.69094239555
69,Prescott Square,City of Boston,A97,1,East Boston,0.27470857,2 Prescott Street,Open Space District,"Malls, Squares & Plazas",BPRD,BPRD,X,X,,BPRD,245,PARK_Maintenance_Region 1,245,YES,02128,0103200000,0,11965.568863955,479.950343094851
70,Putnam Square,City of Boston,A97,1,East Boston,0.26683758,70 Putnam Street,Open Space District,"Malls, Squares & Plazas",BPRD,BPRD,X,X,,BPRD,249,PARK_Maintenance_Region 1,249,YES,02128,0103148000,0,11622.744267399,474.594085645241
71,Paris Street Playground,City of Boston,A97,3,East Boston,1.28144947,115 Paris Street,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,,BPRD,226,PARK_Maintenance_Region 1,226,YES,02128,0105745000,1912,55816.508996092,1091.11731679816
72,Brophy Park,City of Boston,A97/LWCF,3,East Boston,0.78252588,192 Webster Street,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,Belmont Square,BPRD,033,PARK_Maintenance_Region 1,33,YES,02128,0104724000,0,34084.6672500187,773.872962722182
73,Sumner & Lamson Street Playground,City of Boston,A97,3,East Boston,0.47865985,430 Sumner Street,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,,BPRD,296,PARK_Maintenance_Region 1,296,YES,02128,0105041000,1955,20849.0984489124,617.092144691771
74,Condor Street Beach,City of Boston,A97/LWCF/Ch91/WPA/AUL,6,East Boston,2.74385229,300 Condor St.,Open Space District,Urban Wilds,BCC,BPRD,X,X,,BCC,,PARK_Maintenance_Region 1,1001,YES,02128,"0103711000,0103711001",0,119514.577384728,1928.2542930054
75,East Boston Greenway,City of Boston,A97/WPA,2,East Boston,3.50179329,44 Marginal Street,Residential District,"Parkways, Reservations & Beaches",BPRD,BPRD,X,X,Mary Ellen Welch Greenway,BPRD,097,PARK_Maintenance_Region 1,97,YES,02128,"0103918002,0103920055,0105346060,0103918055,0105381055,0105346050,0105381060",0,152528.736670045,5457.49537565469
76,Symphony Community Park,City of Boston,A97,3,Fenway/Longwood,0.47762031,39 Edgerly Road,Commercial/Office/Business District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,Morville Park,BPRD,298,PARK_Maintenance_Region 3,298,YES,02115,0401439000,0,20803.8410727624,777.079467817781
77,Edgerly Road Playground,City of Boston,A97,3,Fenway/Longwood,0.12319958,6 Edgerly Road,Special District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,,BPRD,099,PARK_Maintenance_Region 3,99,YES,02115,0401438000,1991,5366.22572425278,301.10438343708
78,Commonwealth Avenue Mall II,City of Boston,A97/LWCF,1,Fenway/Longwood,0.97100607,"Commonwealth Ave btwn Charlesgate West & Kenmore St, nr Kenmore T Station",Residential District,"Malls, Squares & Plazas",BPRD,BPRD,X,X,Commonwealth Ave Mall (west of Charlesgate),BPRD,063,PARK_Maintenance_Region 1,63,YES,02215,0503893500,0,42294.2834142761,1209.0559067253
79,Stony Brook Sewer Easement,Private,Sewer Easement,1,Fenway/Longwood,0.31277237, ,Residential District,"Malls, Squares & Plazas",Private,Private,N,X,Forsyth School Path,BWSC,,INFO_Reallocation From Dept,7015,YES,02115,,0,13623.4615858192,557.019712697216
80,Gallops Island,Commonwealth of Massachusetts,A97/Ch91/WPA,2,Harbor Islands,25.09617342, ,Commercial/Office/Business District,"Parkways, Reservations & Beaches",DCR,NULL,X,X, ,,,INFO_Reallocation From Dept,3007,YES, ,,0,1093116.67624474,5244.11469036
81,Lovells Island,Commonwealth of Massachusetts,A97/Ch91/WPA,2,Harbor Islands,60.96033399, ,Commercial/Office/Business District,"Parkways, Reservations & Beaches",DCR,NULL,X,X,,,,INFO_Reallocation From Dept,3008,YES, ,,0,2655256.28355667,9198.68766916376
82,Georges Island,Commonwealth of Massachusetts,A97/Ch91/WPA,2,Harbor Islands,40.45544066, ,Commercial/Office/Business District,"Parkways, Reservations & Beaches",DCR,NULL,X,X,,,,INFO_Reallocation From Dept,3009,YES, ,,0,1762120.88832062,5702.87600754833
83,Thompson Island,Private,A97/CR,2,Harbor Islands,169.88699023,"Boston Harbor, west of Harbor Point, Dorchester",Commercial/Office/Business District,"Parkways, Reservations & Beaches",DCR/NPS,Private,X,L,,,,INFO_Reallocation From Dept,7016,YES, ,,0,7399787.75765183,15923.2918951389
84,Connell Fields/Hickey Courts,Commonwealth of Massachusetts,A97,3,Hyde Park,16.78363393, ,Residential District,"Parks, Playgrounds & Athletic Fields",DCR,NULL,X,X,Smith Pond Playground,,,INFO_Reallocation From Dept,3017,YES,02136,,0,731043.53809861,3936.99876362921
85,Weider Park,Commonwealth of Massachusetts,A97,3,Hyde Park,6.88373071, ,Residential District,"Parks, Playgrounds & Athletic Fields",DCR,NULL,X,X,Sherrin&Dale St.,,,INFO_Reallocation From Dept,3018,YES,02136,,0,299833.947640516,2275.15057511921
86,Monterey Hilltop,City of Boston,A97,6,Hyde Park,6.67237544,700 Beechmont Street,Residential District,Urban Wilds,BCC,BPRD,X,X,Beechmont Footpath,BCC,,PARK_Maintenance_Region 4,1002,YES,"02136, 02131","1808518018,1808518016,1808518015,1808518013,1808518012,1808518022,1808518019,1808518014,1808518023,1808518020,1808518024,1808585002,1808518021,1808518017,1808527000,1808525004,1808516000,1808585006,1808525002,1808526003,1808585007,1808526002,1808585005,1808585001,1808526001,1808525003",0,290628.651216689,5224.80881685101
87,Sherrin Woods,City of Boston,LWCF/A97/WPA,6,Hyde Park,23.9488054,1 Marston Street,Residential District,Urban Wilds,BCC,BPRD,X,X,,BCC,,PARK_Maintenance_Ground Maintenance,1003,YES,02136,"1808199001,1808200000",0,1043137.41183346,5549.2706054387
88,Doyle Playground,Commonwealth of Massachusetts,A97,3,Hyde Park,0.94494899, ,Residential District,"Parks, Playgrounds & Athletic Fields",DCR,NULL,X,X,,,,INFO_Reallocation From Dept,3019,YES,02136,,0,41159.1149732721,1303.27073155309
89,West Street,City of Boston,A97,6,Hyde Park,2.5055118,2 West Street,Industrial District,Urban Wilds,BCC,BPRD,X,X,,BCC,,PARK_Maintenance_Ground Maintenance,1004,YES,02136,"1808754000,1808753000,1808754100",0,109132.349925956,1403.2092727222
90,Dell Rock,City of Boston,A97,6,Hyde Park,1.30443817,40 Dell Avenue,Residential District,Urban Wilds,BPRD,BPRD,X,X,,BPRD,084,PARK_Maintenance_Ground Maintenance,84,YES,02136,1808897000,2004,56817.2970011874,1085.06595062606
91,Amatucci Playground,City of Boston,A97,3,Hyde Park,0.46590072,1460 Hyde Park Avenue,Commercial/Office/Business District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,,BPRD,007,PARK_Maintenance_Region 4,7,YES,02136,1809365000,1958,20293.1995045337,613.118107008642
92,Moynihan Playground,Commonwealth of Massachusetts,A97,3,Hyde Park,7.18636757, ,Residential District,"Parks, Playgrounds & Athletic Fields",DCR,NULL,X,X,,,,INFO_Reallocation From Dept,3020,YES,02136,,0,313015.234263418,2601.67760919595
93,Iacono/Readville Playground,City of Boston,A97,3,Hyde Park,4.91446373,150 Readville Street,Residential District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,,BPRD,160,PARK_Maintenance_Region 4,160,YES,02136,1812720000,1924,214058.667003337,2079.80246365577
